Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Total Traded Quantity,Turnover,No of Trades
RELCAPITAL,EQ,11-Aug-17,764.25,748,763.25,716.1,749.75,748.9,"60,96,465","4,55,45,24,552.40","87,528"
RELCAPITAL,EQ,14-Aug-17,748.9,758.3,781.8,756.35,773.45,774.2,"43,08,617","3,31,52,96,480.50","57,801"
RELCAPITAL,EQ,16-Aug-17,774.2,775.4,795,775.2,791,791.2,"41,92,133","3,30,61,60,143.85","77,090"
RELCAPITAL,EQ,17-Aug-17,791.2,795.2,803.7,780,782.6,783.25,"33,93,364","2,69,25,72,092.20","52,417"
RELCAPITAL,EQ,18-Aug-17,783.25,777,794.5,768.5,785.25,783.55,"36,50,158","2,85,81,29,189.75","61,601"
RELCAPITAL,EQ,21-Aug-17,783.55,792.9,805.5,769.35,775.35,775.45,"31,89,830","2,51,29,13,542.55","50,502"
RELCAPITAL,EQ,22-Aug-17,775.45,782.35,787.6,737,747.4,744.45,"52,18,291","3,94,84,32,528.70","84,125"
RELCAPITAL,EQ,23-Aug-17,744.45,749.7,771,745.25,769,767.3,"47,54,311","3,59,97,81,787.50","82,013"
RELCAPITAL,EQ,24-Aug-17,767.3,770.9,779,762.2,775.85,776.9,"28,35,724","2,19,37,12,601.65","48,549"
RELCAPITAL,EQ,28-Aug-17,776.9,785,800.9,783.6,787.7,788.05,"55,49,896","4,39,74,38,529.60","90,200"
RELCAPITAL,EQ,29-Aug-17,788.05,787.7,795.75,764.05,766,769.5,"51,47,509","4,02,68,10,597.80","87,041"
RELCAPITAL,EQ,30-Aug-17,769.5,776.45,789.8,771.1,779,779.9,"41,44,080","3,22,92,61,295.80","54,711"
RELCAPITAL,EQ,31-Aug-17,779.9,781.3,812,775,811,805.3,"66,47,282","5,25,29,65,990.45","78,603"
RELCAPITAL,EQ,01-Sep-17,805.3,815,879.9,815,852.85,856.8,"1,75,39,232","14,96,72,69,036.90","2,40,237"
RELCAPITAL,EQ,04-Sep-17,856.8,859.95,875.5,811.6,818,818.8,"2,04,64,061","17,24,65,08,722.45","2,42,191"
RELCAPITAL,EQ,05-Sep-17,818.8,688,771.95,677.15,749.95,750.45,"1,79,71,359","13,35,63,65,747.40","1,97,129"
RELCAPITAL,EQ,06-Sep-17,750.45,749,767.5,736.35,762.2,759.45,"83,94,862","6,31,71,53,918.55","1,28,973"
RELCAPITAL,EQ,07-Sep-17,759.45,765,778.9,764.1,769.75,770.55,"46,56,318","3,59,39,00,918.70","68,244"
RELCAPITAL,EQ,08-Sep-17,770.55,776.7,776.7,760.05,762,762.3,"27,05,526","2,07,40,00,862.50","43,823"
RELCAPITAL,EQ,11-Sep-17,762.3,766,782,766,776,773.95,"28,62,324","2,22,13,61,605.70","52,249"
